id,Rings
91767,7
91768,7
91769,13
91770,6
91771,7
91772,7
91773,9
91774,9
91775,6
91776,10
91777,6
91778,13
91779,6
91780,6
91781,9
91782,7
91783,13
91784,7
91785,9
91786,10
91787,10
91788,10
91789,7
91790,9
91791,6
91792,6
91793,7
91794,7
91795,7
91796,7
91797,8
91798,8
91799,6
91800,13
91801,10
91802,7
91803,6
91804,7
91805,9
91806,7
91807,6
91808,8
91809,8
91810,10
91811,9
91812,7
91813,8
91814,7
91815,10
91816,12
91817,7
91818,12
91819,6
91820,13
91821,6
91822,7
91823,7
91824,8
91825,9
91826,7
91827,9
91828,8
91829,10
91830,6
91831,7
91832,7
91833,9
91834,7
91835,6
91836,6
91837,7
91838,7
91839,7
91840,7
91841,6
91842,7
91843,9
91844,6
91845,10
91846,9
91847,7
91848,10
91849,13
91850,13
91851,7
91852,10
91853,7
91854,7
91855,9
91856,7
91857,7
91858,8
91859,7
91860,13
91861,6
91862,8
91863,7
91864,6
91865,10
91866,6
91867,13
91868,9
91869,7
91870,7
91871,10
91872,6
91873,7
91874,12
91875,6
91876,6
91877,7
91878,7
91879,6
91880,10
91881,7
91882,10
91883,7
91884,9
91885,6
91886,6
91887,7
91888,7
91889,10
91890,10
91891,7
91892,6
91893,8
91894,7
91895,7
91896,10
91897,7
91898,13
91899,13
91900,7
91901,9
91902,8
91903,8
91904,8
91905,7
91906,10
91907,7
91908,13
91909,7
91910,10
91911,7
91912,9
91913,7
91914,7
91915,9
91916,7
91917,10
91918,13
91919,9
91920,6
91921,9
91922,9
91923,6
91924,9
91925,6
91926,7
91927,12
91928,13
91929,6
91930,9
91931,7
91932,7
91933,7
91934,7
91935,13
91936,7
91937,8
91938,10
91939,7
91940,8
91941,7
91942,9
91943,9
91944,7
91945,13
91946,6
91947,9
91948,10
91949,7
91950,7
91951,8
91952,7
91953,7
91954,19
91955,6
91956,13
91957,10
91958,9
91959,7
91960,7
91961,7
91962,12
91963,8
91964,7
91965,7
91966,7
91967,7
91968,13
91969,7
91970,7
91971,10
91972,10
91973,7
91974,13
91975,7
91976,7
91977,8
91978,6
91979,6
91980,7
91981,6
91982,10
91983,7
91984,6
91985,6
91986,10
91987,7
91988,6
91989,7
91990,8
91991,6
91992,7
91993,7
91994,7
91995,9
91996,7
91997,7
91998,6
91999,9
92000,7
92001,7
92002,7
92003,13
92004,9
92005,6
92006,9
92007,7
92008,10
92009,7
92010,7
92011,6
92012,7
92013,9
92014,8
92015,8
92016,7
92017,7
92018,10
92019,10
92020,13
92021,7
92022,13
92023,6
92024,9
92025,7
92026,9
92027,6
92028,6
92029,8
92030,7
92031,7
92032,6
92033,9
92034,6
92035,7
92036,10
92037,7
92038,7
92039,8
92040,8
92041,7
92042,13
92043,9
92044,9
92045,6
92046,7
92047,13
92048,9
92049,9
92050,9
92051,7
92052,7
92053,9
92054,7
92055,13
92056,9
92057,7
92058,19
92059,9
92060,7
92061,7
92062,7
92063,7
92064,9
92065,9
92066,7
92067,6
92068,8
92069,9
92070,7
92071,7
92072,7
92073,8
92074,10
92075,10
92076,7
92077,7
92078,10
92079,7
92080,7
92081,7
92082,13
92083,9
92084,13
92085,8
92086,7
92087,6
92088,13
92089,13
92090,13
92091,6
92092,7
92093,8
92094,6
92095,7
92096,10
92097,10
92098,7
92099,10
92100,10
92101,7
92102,13
92103,6
92104,9
92105,7
92106,12
92107,6
92108,6
92109,13
92110,6
92111,8
92112,6
92113,7
92114,9
92115,13
92116,9
92117,9
92118,9
92119,6
92120,7
92121,9
92122,12
92123,10
92124,19
92125,7
92126,6
92127,7
92128,6
92129,7
92130,6
92131,7
92132,7
92133,6
92134,8
92135,7
92136,7
92137,7
92138,6
92139,7
92140,7
92141,6
92142,9
92143,7
92144,7
92145,9
92146,8
92147,6
92148,7
92149,9
92150,8
92151,7
92152,7
92153,8
92154,7
92155,7
92156,7
92157,7
92158,7
92159,9
92160,7
92161,10
92162,6
92163,7
92164,6
92165,7
92166,9
92167,8
92168,9
92169,7
92170,7
92171,13
92172,7
92173,13
92174,10
92175,6
92176,8
92177,13
92178,13
92179,7
92180,8
92181,8
92182,7
92183,7
92184,7
92185,8
92186,10
92187,7
92188,7
92189,6
92190,9
92191,8
92192,7
92193,7
92194,6
92195,6
92196,12
92197,7
92198,13
92199,7
92200,8
92201,9
92202,8
92203,7
92204,7
92205,7
92206,13
92207,13
92208,6
92209,9
92210,7
92211,7
92212,13
92213,9
92214,7
92215,10
92216,8
92217,6
92218,6
92219,7
92220,9
92221,7
92222,9
92223,7
92224,7
92225,7
92226,6
92227,13
92228,13
92229,8
92230,7
92231,7
92232,7
92233,19
92234,6
92235,13
92236,13
92237,13
92238,7
92239,7
92240,8
92241,13
92242,13
92243,7
92244,7
92245,9
92246,9
92247,10
92248,13
92249,7
92250,7
92251,13
92252,9
92253,7
92254,6
92255,7
92256,7
92257,7
92258,8
92259,7
92260,10
92261,7
92262,9
92263,7
92264,7
92265,7
92266,13
92267,7
92268,7
92269,10
92270,7
92271,7
92272,7
92273,8
92274,7
92275,7
92276,13
92277,13
92278,7
92279,6
92280,6
92281,10
92282,7
92283,13
92284,7
92285,7
92286,10
92287,8
92288,6
92289,8
92290,7
92291,6
92292,9
92293,7
92294,8
92295,13
92296,8
92297,6
92298,7
92299,10
92300,7
92301,7
92302,6
92303,9
92304,7
92305,7
92306,19
92307,7
92308,7
92309,10
92310,7
92311,6
92312,10
92313,7
92314,9
92315,7
92316,6
92317,12
92318,8
92319,6
92320,6
92321,7
92322,8
92323,8
92324,12
92325,10
92326,7
92327,7
92328,7
92329,6
92330,10
92331,10
92332,10
92333,10
92334,10
92335,7
92336,7
92337,6
92338,8
92339,9
92340,8
92341,6
92342,7
92343,7
92344,6
92345,8
92346,9
92347,9
92348,13
92349,7
92350,6
92351,9
92352,10
92353,8
92354,8
92355,10
92356,6
92357,9
92358,7
92359,7
92360,7
92361,7
92362,13
92363,10
92364,7
92365,8
92366,6
92367,8
92368,7
92369,7
92370,7
92371,8
92372,7
92373,13
92374,6
92375,7
92376,7
92377,7
92378,9
92379,13
92380,7
92381,6
92382,13
92383,10
92384,9
92385,6
92386,13
92387,6
92388,6
92389,6
92390,8
92391,7
92392,9
92393,6
92394,6
92395,10
92396,6
92397,10
92398,13
92399,6
92400,9
92401,8
92402,6
92403,7
92404,9
92405,9
92406,8
92407,6
92408,9
92409,7
92410,7
92411,7
92412,10
92413,13
92414,10
92415,8
92416,8
92417,9
92418,7
92419,13
92420,13
92421,7
92422,7
92423,7
92424,9
92425,6
92426,12
92427,7
92428,9
92429,10
92430,6
92431,7
92432,7
92433,7
92434,9
92435,7
92436,8
92437,6
92438,9
92439,6
92440,7
92441,8
92442,7
92443,10
92444,7
92445,8
92446,9
92447,7
92448,13
92449,9
92450,7
92451,19
92452,13
92453,7
92454,9
92455,8
92456,13
92457,13
92458,7
92459,8
92460,12
92461,9
92462,13
92463,13
92464,10
92465,9
92466,7
92467,10
92468,9
92469,9
92470,7
92471,9
92472,13
92473,7
92474,8
92475,7
92476,10
92477,7
92478,8
92479,7
92480,13
92481,7
92482,9
92483,7
92484,9
92485,9
92486,10
92487,10
92488,7
92489,7
92490,10
92491,9
92492,10
92493,6
92494,7
92495,8
92496,6
92497,9
92498,6
92499,6
92500,8
92501,8
92502,13
92503,7
92504,10
92505,10
92506,13
92507,7
92508,13
92509,7
92510,9
92511,7
92512,8
92513,6
92514,9
92515,7
92516,6
92517,7
92518,13
92519,12
92520,7
92521,9
92522,10
92523,8
92524,7
92525,7
92526,7
92527,12
92528,8
92529,10
92530,9
92531,7
92532,7
92533,6
92534,7
92535,10
92536,13
92537,13
92538,7
92539,9
92540,7
92541,7
92542,7
92543,10
92544,13
92545,13
92546,10
92547,6
92548,5
92549,9
92550,7
92551,7
92552,7
92553,6
92554,7
92555,9
92556,9
92557,7
92558,10
92559,7
92560,7
92561,12
92562,7
92563,9
92564,9
92565,8
92566,13
92567,6
92568,9
92569,7
92570,8
92571,7
92572,9
92573,9
92574,6
92575,6
92576,7
92577,7
92578,9
92579,6
92580,7
92581,7
92582,9
92583,7
92584,6
92585,6
92586,7
92587,10
92588,7
92589,13
92590,6
92591,7
92592,9
92593,13
92594,7
92595,9
92596,7
92597,10
92598,7
92599,8
92600,6
92601,7
92602,6
92603,13
92604,9
92605,6
92606,10
92607,6
92608,10
92609,7
92610,13
92611,7
92612,7
92613,7
92614,10
92615,7
92616,7
92617,7
92618,7
92619,13
92620,10
92621,7
92622,9
92623,7
92624,13
92625,8
92626,9
92627,10
92628,10
92629,7
92630,7
92631,9
92632,7
92633,7
92634,13
92635,7
92636,10
92637,7
92638,8
92639,7
92640,9
92641,7
92642,6
92643,7
92644,9
92645,7
92646,7
92647,9
92648,13
92649,9
92650,9
92651,9
92652,7
92653,13
92654,8
92655,12
92656,10
92657,7
92658,6
92659,6
92660,6
92661,7
92662,9
92663,13
92664,7
92665,7
92666,7
92667,7
92668,7
92669,10
92670,12
92671,8
92672,9
92673,8
92674,6
92675,8
92676,6
92677,7
92678,7
92679,8
92680,6
92681,7
92682,7
92683,8
92684,7
92685,7
92686,10
92687,6
92688,13
92689,9
92690,13
92691,7
92692,7
92693,6
92694,7
92695,8
92696,10
92697,9
92698,6
92699,7
92700,7
92701,7
92702,7
92703,13
92704,10
92705,13
92706,6
92707,7
92708,12
92709,7
92710,7
92711,8
92712,6
92713,10
92714,13
92715,7
92716,7
92717,7
92718,6
92719,7
92720,12
92721,7
92722,9
92723,13
92724,7
92725,6
92726,7
92727,8
92728,7
92729,8
92730,7
92731,13
92732,7
92733,8
92734,7
92735,7
92736,7
92737,13
92738,7
92739,8
92740,6
92741,7
92742,7
92743,10
92744,5
92745,13
92746,13
92747,7
92748,7
92749,7
92750,6
92751,10
92752,7
92753,5
92754,6
92755,7
92756,7
92757,13
92758,6
92759,6
92760,6
92761,10
92762,9
92763,10
92764,6
92765,6
92766,7
92767,6
92768,7
92769,7
92770,7
92771,7
92772,9
92773,7
92774,7
92775,6
92776,12
92777,13
92778,6
92779,13
92780,10
92781,10
92782,7
92783,7
92784,13
92785,10
92786,7
92787,7
92788,7
92789,10
92790,9
92791,8
92792,9
92793,6
92794,6
92795,6
92796,10
92797,8
92798,13
92799,6
92800,10
92801,8
92802,9
92803,9
92804,7
92805,9
92806,10
92807,9
92808,7
92809,13
92810,7
92811,6
92812,8
92813,8
92814,13
92815,9
92816,7
92817,7
92818,7
92819,9
92820,8
92821,7
92822,7
92823,8
92824,9
92825,7
92826,9
92827,13
92828,7
92829,8
92830,13
92831,9
92832,6
92833,8
92834,13
92835,8
92836,7
92837,13
92838,6
92839,7
92840,6
92841,8
92842,7
92843,8
92844,7
92845,6
92846,7
92847,9
92848,6
92849,8
92850,8
92851,6
92852,6
92853,7
92854,7
92855,13
92856,7
92857,7
92858,6
92859,10
92860,6
92861,7
92862,6
92863,7
92864,9
92865,13
92866,7
92867,9
92868,6
92869,7
92870,10
92871,6
92872,13
92873,6
92874,8
92875,13
92876,6
92877,7
92878,10
92879,13
92880,7
92881,7
92882,6
92883,9
92884,7
92885,8
92886,6
92887,10
92888,9
92889,6
92890,13
92891,7
92892,13
92893,7
92894,10
92895,6
92896,7
92897,6
92898,10
92899,7
92900,7
92901,8
92902,8
92903,13
92904,7
92905,10
92906,8
92907,7
92908,8
92909,10
92910,7
92911,7
92912,8
92913,7
92914,7
92915,13
92916,9
92917,5
92918,7
92919,6
92920,7
92921,7
92922,10
92923,7
92924,10
92925,7
92926,8
92927,6
92928,8
92929,10
92930,6
92931,7
92932,7
92933,6
92934,6
92935,13
92936,7
92937,7
92938,10
92939,6
92940,9
92941,6
92942,8
92943,7
92944,7
92945,7
92946,7
92947,13
92948,6
92949,10
92950,8
92951,6
92952,7
92953,7
92954,13
92955,6
92956,9
92957,9
92958,7
92959,6
92960,10
92961,7
92962,10
92963,7
92964,9
92965,8
92966,8
92967,6
92968,8
92969,6
92970,10
92971,7
92972,9
92973,13
92974,9
92975,10
92976,6
92977,7
92978,7
92979,10
92980,19
92981,7
92982,9
92983,8
92984,12
92985,9
92986,6
92987,9
92988,7
92989,7
92990,7
92991,8
92992,9
92993,7
92994,7
92995,8
92996,7
92997,10
92998,10
92999,10
93000,10
93001,6
93002,10
93003,6
93004,13
93005,13
93006,7
93007,8
93008,10
93009,10
93010,6
93011,8
93012,6
93013,9
93014,6
93015,7
93016,10
93017,10
93018,10
93019,6
93020,6
93021,13
93022,13
93023,6
93024,8
93025,7
93026,10
93027,13
93028,10
93029,8
93030,7
93031,7
93032,10
93033,8
93034,7
93035,13
93036,10
93037,9
93038,7
93039,6
93040,8
93041,7
93042,13
93043,9
93044,12
93045,10
93046,7
93047,6
93048,13
93049,7
93050,9
93051,7
93052,13
93053,10
93054,9
93055,6
93056,6
93057,13
93058,9
93059,8
93060,7
93061,19
93062,10
93063,7
93064,8
93065,9
93066,10
93067,5
93068,8
93069,8
93070,10
93071,8
93072,8
93073,7
93074,9
93075,9
93076,13
93077,9
93078,7
93079,7
93080,10
93081,8
93082,9
93083,8
93084,7
93085,13
93086,7
93087,6
93088,7
93089,7
93090,7
93091,13
93092,7
93093,7
93094,7
93095,9
93096,6
93097,7
93098,8
93099,8
93100,9
93101,9
93102,6
93103,7
93104,10
93105,10
93106,9
93107,7
93108,7
93109,7
93110,10
93111,7
93112,9
93113,7
93114,13
93115,10
93116,9
93117,7
93118,7
93119,7
93120,19
93121,13
93122,12
93123,9
93124,13
93125,12
93126,7
93127,10
93128,6
93129,8
93130,7
93131,10
93132,9
93133,10
93134,7
93135,10
93136,7
93137,10
93138,10
93139,7
93140,9
93141,12
93142,7
93143,7
93144,6
93145,7
93146,6
93147,10
93148,9
93149,9
93150,6
93151,9
93152,19
93153,13
93154,7
93155,9
93156,9
93157,7
93158,6
93159,13
93160,7
93161,7
93162,8
93163,13
93164,8
93165,6
93166,8
93167,7
93168,7
93169,8
93170,7
93171,10
93172,13
93173,10
93174,10
93175,9
93176,7
93177,8
93178,7
93179,7
93180,7
93181,8
93182,6
93183,10
93184,6
93185,7
93186,10
93187,6
93188,9
93189,10
93190,7
93191,10
93192,8
93193,7
93194,13
93195,9
93196,13
93197,13
93198,9
93199,8
93200,9
93201,7
93202,9
93203,6
93204,7
93205,8
93206,8
93207,8
93208,7
93209,7
93210,10
93211,7
93212,8
93213,6
93214,7
93215,7
93216,13
93217,8
93218,8
93219,9
93220,7
93221,13
93222,7
93223,7
93224,13
93225,7
93226,13
93227,9
93228,7
93229,8
93230,9
93231,6
93232,8
93233,7
93234,8
93235,7
93236,9
93237,6
93238,13
93239,8
93240,7
93241,10
93242,7
93243,7
93244,8
93245,7
93246,9
93247,9
93248,9
93249,8
93250,7
93251,7
93252,7
93253,6
93254,7
93255,7
93256,7
93257,7
93258,6
93259,7
93260,6
93261,7
93262,9
93263,10
93264,7
93265,8
93266,13
93267,8
93268,6
93269,13
93270,8
93271,9
93272,8
93273,7
93274,7
93275,9
93276,6
93277,7
93278,7
93279,7
93280,7
93281,10
93282,10
93283,7
93284,6
93285,6
93286,10
93287,7
93288,10
93289,9
93290,7
93291,7
93292,7
93293,10
93294,7
93295,6
93296,7
93297,7
93298,9
93299,7
93300,8
93301,7
93302,6
93303,7
93304,13
93305,7
93306,9
93307,10
93308,7
93309,7
93310,9
93311,7
93312,7
93313,7
93314,7
93315,10
93316,8
93317,9
93318,10
93319,6
93320,7
93321,9
93322,7
93323,12
93324,7
93325,10
93326,8
93327,7
93328,8
93329,10
93330,7
93331,13
93332,7
93333,13
93334,6
93335,13
93336,7
93337,13
93338,7
93339,9
93340,6
93341,7
93342,7
93343,7
93344,7
93345,7
93346,7
93347,8
93348,9
93349,7
93350,7
93351,7
93352,7
93353,8
93354,7
93355,10
93356,7
93357,12
93358,7
93359,8
93360,7
93361,8
93362,10
93363,10
93364,8
93365,7
93366,7
93367,7
93368,7
93369,6
93370,10
93371,7
93372,10
93373,7
93374,7
93375,8
93376,7
93377,6
93378,13
93379,9
93380,8
93381,7
93382,8
93383,7
93384,13
93385,9
93386,7
93387,9
93388,9
93389,7
93390,7
93391,6
93392,6
93393,7
93394,7
93395,6
93396,8
93397,7
93398,7
93399,9
93400,10
93401,7
93402,9
93403,7
93404,7
93405,13
93406,10
93407,7
93408,7
93409,13
93410,6
93411,8
