id,Rings
90918,7
90919,9
90920,12
90921,7
90922,7
90923,9
90924,11
90925,10
90926,8
90927,10
90928,15
90929,11
90930,9
90931,9
90932,13
90933,10
90934,14
90935,8
90936,9
90937,11
90938,9
90939,9
90940,8
90941,7
90942,6
90943,16
90944,7
90945,9
90946,9
90947,12
90948,10
90949,10
90950,8
90951,10
90952,7
90953,7
90954,11
90955,9
90956,9
90957,10
90958,3
90959,7
90960,11
90961,7
90962,10
90963,5
90964,13
90965,6
90966,9
90967,9
90968,11
90969,11
90970,7
90971,8
90972,9
90973,9
90974,9
90975,11
90976,8
90977,8
90978,6
90979,9
90980,9
90981,10
90982,13
90983,4
90984,9
90985,7
90986,13
90987,9
90988,9
90989,8
90990,9
90991,8
90992,4
90993,9
90994,12
90995,7
90996,16
90997,9
90998,7
90999,6
91000,10
91001,7
91002,7
91003,10
91004,10
91005,8
91006,13
91007,8
91008,7
91009,11
91010,8
91011,9
91012,8
91013,10
91014,9
91015,9
91016,8
91017,13
91018,7
91019,12
91020,9
91021,11
91022,8
91023,5
91024,6
91025,11
91026,9
91027,7
91028,10
91029,9
91030,8
91031,9
91032,7
91033,4
91034,9
91035,8
91036,13
91037,7
91038,24
91039,10
91040,9
91041,9
91042,8
91043,11
91044,8
91045,10
91046,8
91047,6
91048,10
91049,9
91050,9
91051,9
91052,10
91053,10
91054,8
91055,7
91056,12
91057,11
91058,14
91059,13
91060,9
91061,8
91062,10
91063,9
91064,9
91065,9
91066,9
91067,9
91068,11
91069,8
91070,8
91071,8
91072,5
91073,6
91074,13
91075,7
91076,9
91077,7
91078,6
91079,8
91080,7
91081,7
91082,9
91083,11
91084,8
91085,11
91086,11
91087,11
91088,10
91089,9
91090,9
91091,8
91092,9
91093,8
91094,7
91095,10
91096,10
91097,13
91098,7
91099,7
91100,8
91101,11
91102,8
91103,8
91104,10
91105,15
91106,11
91107,7
91108,9
91109,11
91110,12
91111,9
91112,9
91113,9
91114,5
91115,10
91116,8
91117,8
91118,6
91119,8
91120,8
91121,9
91122,5
91123,9
91124,11
91125,8
91126,7
91127,6
91128,7
91129,10
91130,8
91131,8
91132,10
91133,9
91134,10
91135,7
91136,11
91137,11
91138,8
91139,9
91140,8
91141,8
91142,12
91143,6
91144,10
91145,13
91146,6
91147,10
91148,11
91149,8
91150,17
91151,10
91152,9
91153,8
91154,7
91155,11
91156,7
91157,11
91158,8
91159,8
91160,8
91161,8
91162,10
91163,5
91164,9
91165,9
91166,9
91167,8
91168,15
91169,8
91170,7
91171,8
91172,8
91173,13
91174,6
91175,9
91176,13
91177,10
91178,3
91179,13
91180,9
91181,8
91182,10
91183,7
91184,6
91185,9
91186,9
91187,9
91188,9
91189,11
91190,5
91191,8
91192,11
91193,7
91194,7
91195,8
91196,7
91197,8
91198,6
91199,7
91200,8
91201,9
91202,13
91203,8
91204,7
91205,16
91206,10
91207,12
91208,9
91209,10
91210,7
91211,9
91212,9
91213,5
91214,12
91215,8
91216,5
91217,8
91218,9
91219,9
91220,9
91221,7
91222,15
91223,10
91224,9
91225,9
91226,15
91227,7
91228,9
91229,10
91230,9
91231,14
91232,7
91233,12
91234,7
91235,9
91236,9
91237,7
91238,8
91239,7
91240,8
91241,11
91242,10
91243,9
91244,13
91245,9
91246,7
91247,8
91248,9
91249,13
91250,6
91251,13
91252,11
91253,8
91254,7
91255,13
91256,10
91257,6
91258,8
91259,15
91260,9
91261,8
91262,9
91263,5
91264,9
91265,7
91266,11
91267,7
91268,7
91269,11
91270,16
91271,7
91272,8
91273,11
91274,10
91275,8
91276,13
91277,10
91278,9
91279,9
91280,9
91281,8
91282,10
91283,9
91284,8
91285,9
91286,8
91287,9
91288,9
91289,10
91290,7
91291,7
91292,15
91293,10
91294,10
91295,13
91296,9
91297,9
91298,13
91299,10
91300,8
91301,9
91302,9
91303,9
91304,10
91305,9
91306,5
91307,8
91308,10
91309,13
91310,13
91311,8
91312,10
91313,8
91314,6
91315,8
91316,8
91317,9
91318,9
91319,7
91320,7
91321,7
91322,5
91323,9
91324,7
91325,8
91326,10
91327,16
91328,9
91329,11
91330,8
91331,8
91332,12
91333,8
91334,11
91335,4
91336,15
91337,8
91338,10
91339,9
91340,8
91341,6
91342,9
91343,7
91344,8
91345,7
91346,7
91347,13
91348,10
91349,9
91350,4
91351,10
91352,9
91353,10
91354,9
91355,6
91356,11
91357,10
91358,13
91359,8
91360,5
91361,9
91362,8
91363,13
91364,8
91365,10
91366,9
91367,10
91368,7
91369,8
91370,9
91371,8
91372,8
91373,12
91374,6
91375,8
91376,8
91377,10
91378,11
91379,7
91380,9
91381,10
91382,4
91383,7
91384,9
91385,11
91386,8
91387,10
91388,10
91389,5
91390,8
91391,7
91392,11
91393,9
91394,9
91395,10
91396,11
91397,10
91398,12
91399,8
91400,7
91401,9
91402,10
91403,4
91404,9
91405,11
91406,13
91407,7
91408,9
91409,10
91410,9
91411,11
91412,13
91413,8
91414,8
91415,9
91416,9
91417,8
91418,9
91419,9
91420,11
91421,9
91422,9
91423,13
91424,7
91425,9
91426,8
91427,9
91428,9
91429,8
91430,13
91431,7
91432,13
91433,7
91434,11
91435,10
91436,10
91437,11
91438,7
91439,9
91440,10
91441,8
91442,9
91443,16
91444,11
91445,9
91446,7
91447,13
91448,7
91449,10
91450,12
91451,11
91452,10
91453,8
91454,8
91455,15
91456,8
91457,6
91458,9
91459,10
91460,9
91461,9
91462,8
91463,10
91464,9
91465,9
91466,10
91467,14
91468,9
91469,10
91470,7
91471,9
91472,4
91473,9
91474,12
91475,9
91476,10
91477,6
91478,7
91479,4
91480,11
91481,13
91482,9
91483,8
91484,6
91485,8
91486,9
91487,9
91488,12
91489,11
91490,9
91491,7
91492,9
91493,7
91494,10
91495,8
91496,10
91497,8
91498,8
91499,9
91500,9
91501,10
91502,10
91503,8
91504,8
91505,8
91506,10
91507,8
91508,9
91509,10
91510,8
91511,9
91512,9
91513,7
91514,7
91515,9
91516,10
91517,4
91518,11
91519,7
91520,6
91521,9
91522,8
91523,9
91524,7
91525,10
91526,8
91527,8
91528,12
91529,11
91530,7
91531,9
91532,11
91533,13
91534,8
91535,8
91536,9
91537,12
91538,9
91539,9
91540,10
91541,8
91542,9
91543,13
91544,9
91545,7
91546,10
91547,12
91548,10
91549,7
91550,8
91551,8
91552,8
91553,9
91554,6
91555,7
91556,6
91557,10
91558,13
91559,6
91560,8
91561,10
91562,9
91563,7
91564,11
91565,9
91566,5
91567,9
91568,13
91569,3
91570,9
91571,9
91572,9
91573,8
91574,10
91575,10
91576,9
91577,10
91578,9
91579,10
91580,10
91581,15
91582,11
91583,8
91584,9
91585,11
91586,11
91587,5
91588,11
91589,5
91590,8
91591,5
91592,8
91593,5
91594,8
91595,9
91596,7
91597,10
91598,10
91599,11
91600,9
91601,6
91602,11
91603,7
91604,12
91605,8
91606,8
91607,8
91608,7
91609,17
91610,9
91611,8
91612,13
91613,8
91614,12
91615,9
91616,8
91617,6
91618,8
91619,7
91620,6
91621,10
91622,9
91623,14
91624,8
91625,7
91626,9
91627,9
91628,10
91629,8
91630,12
91631,8
91632,11
91633,12
91634,8
91635,8
91636,6
91637,11
91638,11
91639,9
91640,9
91641,5
91642,11
91643,8
91644,11
91645,7
91646,5
91647,12
91648,8
91649,10
91650,8
91651,8
91652,9
91653,6
91654,6
91655,13
91656,5
91657,7
91658,6
91659,9
91660,9
91661,9
91662,7
91663,4
91664,10
91665,8
91666,17
91667,8
91668,19
91669,11
91670,7
91671,7
91672,7
91673,8
91674,8
91675,10
91676,9
91677,15
91678,6
91679,9
91680,18
91681,9
91682,8
91683,5
91684,9
91685,7
91686,8
91687,10
91688,16
91689,10
91690,7
91691,5
91692,12
91693,9
91694,10
91695,8
91696,7
91697,9
91698,4
91699,11
91700,8
91701,11
91702,10
91703,10
91704,6
91705,7
91706,8
91707,9
91708,11
91709,10
91710,9
91711,16
91712,10
91713,16
91714,10
91715,9
91716,14
91717,15
91718,9
91719,13
91720,8
91721,10
91722,9
91723,11
91724,7
91725,12
91726,8
91727,4
91728,9
91729,17
91730,9
91731,16
91732,7
91733,10
91734,10
91735,8
91736,5
91737,7
91738,9
91739,9
91740,11
91741,9
91742,9
91743,10
91744,9
91745,7
91746,10
91747,6
91748,15
91749,16
91750,9
91751,8
91752,7
91753,7
91754,13
91755,9
91756,9
91757,9
91758,10
91759,10
91760,15
91761,8
91762,9
91763,5
91764,11
91765,9
91766,9
91767,8
91768,9
91769,14
91770,7
91771,19
91772,9
91773,10
91774,12
91775,6
91776,12
91777,5
91778,13
91779,10
91780,7
91781,9
91782,11
91783,9
91784,8
91785,11
91786,9
91787,11
91788,11
91789,9
91790,10
91791,7
91792,6
91793,10
91794,11
91795,15
91796,7
91797,14
91798,7
91799,10
91800,9
91801,9
91802,11
91803,5
91804,7
91805,9
91806,8
91807,6
91808,9
91809,10
91810,10
91811,9
91812,6
91813,7
91814,9
91815,9
91816,9
91817,7
91818,7
91819,7
91820,8
91821,6
91822,11
91823,10
91824,7
91825,10
91826,8
91827,9
91828,8
91829,10
91830,7
91831,9
91832,7
91833,8
91834,13
91835,5
91836,7
91837,8
91838,8
91839,10
91840,7
91841,8
91842,7
91843,10
91844,5
91845,11
91846,10
91847,7
91848,9
91849,12
91850,7
91851,10
91852,23
91853,9
91854,7
91855,10
91856,8
91857,7
91858,8
91859,8
91860,8
91861,6
91862,6
91863,7
91864,4
91865,10
91866,7
91867,9
91868,9
91869,10
91870,12
91871,12
91872,4
91873,16
91874,9
91875,5
91876,9
91877,7
91878,9
91879,7
91880,11
91881,9
91882,9
91883,13
91884,9
91885,6
91886,5
91887,8
91888,9
91889,11
91890,10
91891,11
91892,4
91893,8
91894,7
91895,10
91896,9
91897,10
91898,8
91899,13
91900,7
91901,9
91902,8
91903,7
91904,7
91905,11
91906,15
91907,10
91908,11
91909,7
91910,13
91911,10
91912,8
91913,8
91914,7
91915,8
91916,9
91917,11
91918,6
91919,9
91920,6
91921,10
91922,13
91923,5
91924,12
91925,13
91926,12
91927,9
91928,6
91929,9
91930,9
91931,11
91932,10
91933,8
91934,8
91935,8
91936,10
91937,9
91938,9
91939,8
91940,13
91941,10
91942,9
91943,10
91944,7
91945,9
91946,9
91947,10
91948,8
91949,10
91950,9
91951,6
91952,8
91953,8
91954,10
91955,5
91956,9
91957,10
91958,9
91959,6
91960,9
91961,9
91962,9
91963,9
91964,11
91965,11
91966,10
91967,7
91968,18
91969,6
91970,8
91971,10
91972,10
91973,10
91974,8
91975,7
91976,10
91977,10
91978,8
91979,9
91980,7
91981,8
91982,8
91983,7
91984,9
91985,7
91986,10
91987,8
91988,7
91989,8
91990,8
91991,8
91992,11
91993,18
91994,4
91995,9
91996,10
91997,10
91998,9
91999,9
92000,8
92001,13
92002,9
92003,8
92004,9
92005,5
92006,9
92007,10
92008,10
92009,8
92010,7
92011,8
92012,10
92013,7
92014,8
92015,6
92016,10
92017,8
92018,14
92019,11
92020,9
92021,8
92022,9
92023,13
92024,11
92025,10
92026,8
92027,5
92028,7
92029,14
92030,10
92031,8
92032,7
92033,9
92034,9
92035,9
92036,9
92037,7
92038,7
92039,11
92040,9
92041,8
92042,10
92043,14
92044,8
92045,5
92046,12
92047,10
92048,9
92049,8
92050,15
92051,7
92052,11
92053,11
92054,7
92055,9
92056,11
92057,9
92058,12
92059,7
92060,9
92061,9
92062,8
92063,7
92064,15
92065,10
92066,10
92067,3
92068,15
92069,8
92070,11
92071,11
92072,8
92073,7
92074,12
92075,9
92076,12
92077,10
92078,9
92079,8
92080,8
92081,8
92082,9
92083,9
92084,9
92085,8
92086,12
92087,5
92088,7
92089,8
92090,22
92091,7
92092,7
92093,7
92094,6
92095,9
92096,10
92097,10
92098,9
92099,11
92100,11
92101,9
92102,10
92103,5
92104,11
92105,8
92106,10
92107,5
92108,9
92109,11
92110,7
92111,10
92112,6
92113,7
92114,10
92115,9
92116,10
92117,8
92118,11
92119,6
92120,5
92121,8
92122,8
92123,11
92124,10
92125,13
92126,9
92127,7
92128,6
92129,7
92130,7
92131,6
92132,9
92133,7
92134,10
92135,7
92136,8
92137,8
92138,5
92139,12
92140,6
92141,6
92142,9
92143,8
92144,8
92145,12
92146,9
92147,6
92148,10
92149,16
92150,9
92151,8
92152,11
92153,8
92154,12
92155,18
92156,9
92157,8
92158,9
92159,10
92160,8
92161,14
92162,7
92163,12
92164,9
92165,11
92166,10
92167,15
92168,7
92169,10
92170,8
92171,14
92172,8
92173,10
92174,11
92175,8
92176,7
92177,8
92178,11
92179,9
92180,8
92181,10
92182,8
92183,7
92184,11
92185,13
92186,10
92187,10
92188,7
92189,4
92190,10
92191,7
92192,9
92193,6
92194,8
92195,5
92196,9
92197,6
92198,8
92199,8
92200,13
92201,14
92202,8
92203,9
92204,11
92205,7
92206,16
92207,9
92208,5
92209,8
92210,8
92211,7
92212,9
92213,9
92214,9
92215,10
92216,12
92217,6
92218,6
92219,8
92220,9
92221,10
92222,9
92223,7
92224,10
92225,9
92226,10
92227,9
92228,10
92229,7
92230,10
92231,8
92232,14
92233,11
92234,5
92235,10
92236,12
92237,9
92238,8
92239,7
92240,9
92241,9
92242,10
92243,9
92244,11
92245,9
92246,9
92247,10
92248,8
92249,6
92250,10
92251,10
92252,8
92253,7
92254,4
92255,8
92256,8
92257,11
92258,13
92259,9
92260,10
92261,9
92262,10
92263,12
92264,8
92265,8
92266,9
92267,8
92268,9
92269,12
92270,8
92271,6
92272,11
92273,10
92274,9
92275,16
92276,9
92277,8
92278,10
92279,9
92280,4
92281,11
92282,8
92283,8
92284,8
92285,9
92286,11
92287,9
92288,4
92289,8
92290,6
92291,6
92292,8
92293,8
92294,14
92295,9
92296,11
92297,6
92298,11
92299,10
92300,9
92301,9
92302,5
92303,8
92304,11
92305,8
92306,17
92307,9
92308,10
92309,9
92310,9
92311,3
92312,10
92313,8
92314,11
92315,9
92316,7
92317,6
92318,8
92319,4
92320,4
92321,8
92322,8
92323,7
92324,12
92325,9
92326,6
92327,10
92328,8
92329,9
92330,9
92331,8
92332,11
92333,9
92334,10
92335,8
92336,7
92337,4
92338,13
92339,7
92340,7
92341,6
92342,20
92343,7
92344,6
92345,8
92346,9
92347,13
92348,13
92349,8
92350,6
92351,10
92352,11
92353,8
92354,8
92355,14
92356,5
92357,9
92358,9
92359,8
92360,9
92361,10
92362,14
92363,13
92364,6
92365,10
92366,8
92367,8
92368,9
92369,8
92370,11
92371,10
92372,9
92373,10
92374,4
92375,7
92376,10
92377,12
92378,10
92379,11
92380,7
92381,4
92382,8
92383,20
92384,13
92385,7
92386,9
92387,5
92388,5
92389,6
92390,7
92391,8
92392,10
92393,5
92394,5
92395,15
92396,7
92397,23
92398,9
92399,6
92400,13
92401,7
92402,5
92403,8
92404,8
92405,14
92406,13
92407,5
92408,8
92409,10
92410,9
92411,8
92412,10
92413,9
92414,11
92415,9
92416,12
92417,9
92418,10
92419,13
92420,9
92421,9
92422,7
92423,21
92424,10
92425,6
92426,8
92427,9
92428,10
92429,9
92430,9
92431,13
92432,11
92433,8
92434,8
92435,8
92436,8
92437,4
92438,12
92439,9
92440,5
92441,9
92442,8
92443,9
92444,9
92445,7
92446,8
92447,7
92448,9
92449,8
92450,16
92451,11
92452,10
92453,8
92454,10
92455,9
92456,9
92457,10
92458,9
92459,8
92460,9
92461,9
92462,13
92463,10
92464,11
92465,9
92466,10
92467,11
92468,9
92469,9
92470,9
92471,7
92472,10
92473,9
92474,12
92475,8
92476,8
92477,8
92478,13
92479,7
92480,9
92481,8
92482,12
92483,8
92484,9
92485,9
92486,13
92487,10
92488,8
92489,9
92490,13
92491,10
92492,9
92493,7
92494,12
92495,8
92496,5
92497,9
92498,5
92499,7
92500,10
92501,6
92502,12
92503,11
92504,9
92505,9
92506,9
92507,10
92508,10
92509,9
92510,9
92511,14
92512,14
92513,9
92514,9
92515,18
92516,6
92517,7
92518,8
92519,9
92520,8
92521,9
92522,10
92523,7
92524,11
92525,8
92526,9
92527,8
92528,7
92529,10
92530,10
92531,8
92532,10
92533,7
92534,13
92535,10
92536,9
92537,8
92538,6
92539,8
92540,9
92541,9
92542,9
92543,11
92544,9
92545,11
92546,10
92547,9
92548,4
92549,10
92550,10
92551,9
92552,9
92553,7
92554,7
92555,8
92556,9
92557,10
92558,11
92559,12
92560,13
92561,11
92562,8
92563,10
92564,9
92565,7
92566,11
92567,10
92568,9
92569,7
92570,7
92571,14
92572,9
92573,9
92574,9
92575,5
92576,9
92577,9
92578,9
92579,6
92580,7
92581,10
92582,9
92583,8
92584,5
92585,10
92586,6
92587,11
92588,10
92589,13
92590,8
92591,10
92592,12
92593,8
92594,14
92595,9
92596,9
92597,11
92598,8
92599,9
92600,6
92601,10
92602,5
92603,7
92604,7
92605,4
92606,17
92607,6
92608,11
92609,8
92610,13
92611,9
92612,6
92613,7
92614,10
92615,13
92616,9
92617,9
92618,9
92619,9
92620,12
92621,9
92622,14
92623,8
92624,9
92625,7
92626,9
92627,11
92628,9
92629,9
92630,7
92631,8
92632,12
92633,9
92634,9
92635,6
92636,9
92637,8
92638,9
92639,13
92640,10
92641,6
92642,8
92643,6
92644,14
92645,8
92646,6
92647,9
92648,13
92649,10
92650,9
92651,17
92652,8
92653,12
92654,7
92655,8
92656,10
92657,7
92658,6
92659,3
92660,8
92661,7
92662,11
92663,9
92664,10
92665,9
92666,7
92667,9
92668,12
92669,9
92670,10
92671,7
92672,10
92673,12
92674,6
92675,14
92676,9
92677,9
92678,7
92679,5
92680,4
92681,11
92682,7
92683,8
92684,8
92685,8
92686,9
92687,5
92688,10
92689,9
92690,7
92691,7
92692,10
92693,5
92694,13
92695,10
92696,10
92697,9
92698,4
92699,7
92700,6
92701,10
92702,8
92703,8
92704,9
92705,13
92706,7
92707,9
92708,8
92709,9
92710,9
92711,8
92712,6
92713,9
92714,9
92715,8
92716,12
92717,10
92718,8
92719,16
92720,9
92721,8
92722,20
92723,9
92724,6
92725,7
92726,8
92727,11
92728,13
92729,11
92730,14
92731,11
92732,10
92733,15
92734,10
92735,8
92736,10
92737,8
92738,8
92739,9
92740,7
92741,7
92742,11
92743,8
92744,4
92745,9
92746,9
92747,9
92748,10
92749,8
92750,6
92751,10
92752,8
92753,4
92754,6
92755,12
92756,7
92757,7
92758,7
92759,9
92760,9
92761,10
92762,9
92763,11
92764,5
92765,6
92766,7
92767,15
92768,8
92769,10
92770,7
92771,9
92772,8
92773,7
92774,8
92775,8
92776,7
92777,9
92778,7
92779,12
92780,9
92781,9
92782,10
92783,11
92784,9
92785,19
92786,8
92787,10
92788,8
92789,10
92790,10
92791,9
92792,9
92793,6
92794,9
92795,9
92796,10
92797,7
92798,9
92799,6
92800,9
92801,10
92802,9
92803,10
92804,7
92805,9
92806,11
92807,14
92808,8
92809,9
92810,8
92811,5
92812,8
92813,10
92814,10
92815,9
92816,7
92817,7
92818,6
92819,9
92820,10
92821,16
92822,9
92823,8
92824,8
92825,9
92826,9
92827,9
92828,8
92829,7
92830,10
92831,16
92832,6
92833,8
92834,11
92835,9
92836,10
92837,10
92838,9
92839,10
92840,6
92841,11
92842,6
92843,8
92844,11
92845,4
92846,9
92847,9
92848,6
92849,12
92850,7
92851,5
92852,5
92853,8
92854,10
92855,9
92856,9
92857,6
92858,6
92859,9
92860,9
92861,10
92862,8
92863,7
92864,9
92865,7
92866,13
92867,9
92868,5
92869,10
92870,11
92871,4
92872,8
92873,4
92874,7
92875,9
92876,4
92877,12
92878,10
92879,10
92880,9
92881,5
92882,10
92883,9
92884,10
92885,7
92886,4
92887,11
92888,10
92889,5
92890,8
92891,10
92892,11
92893,8
92894,9
92895,9
92896,9
92897,9
92898,11
92899,9
92900,7
92901,8
92902,8
92903,17
92904,12
92905,11
92906,8
92907,8
92908,7
92909,8
92910,6
92911,7
92912,7
92913,8
92914,8
92915,9
92916,7
92917,3
92918,8
92919,6
92920,8
92921,7
92922,10
92923,8
92924,9
92925,12
92926,13
92927,10
92928,10
92929,9
92930,9
92931,8
92932,8
92933,6
92934,9
92935,9
92936,19
92937,10
92938,12
92939,5
92940,10
92941,5
92942,10
92943,14
92944,7
92945,10
92946,8
92947,9
92948,8
92949,12
92950,5
92951,6
92952,9
92953,7
92954,15
92955,6
92956,14
92957,10
92958,6
92959,6
92960,9
92961,6
92962,10
92963,8
92964,15
92965,7
92966,8
92967,7
92968,10
92969,4
92970,9
92971,10
92972,10
92973,16
92974,10
92975,12
92976,6
92977,11
92978,9
92979,10
92980,10
92981,11
92982,9
92983,13
92984,10
92985,10
92986,5
92987,9
92988,8
92989,8
92990,11
92991,9
92992,10
92993,8
92994,10
92995,7
92996,8
92997,9
92998,13
92999,8
93000,10
93001,6
93002,12
93003,8
93004,9
93005,10
93006,10
93007,10
93008,11
93009,10
93010,10
93011,7
93012,10
93013,9
93014,5
93015,7
93016,8
93017,11
93018,11
93019,6
93020,7
93021,9
93022,13
93023,4
93024,9
93025,9
93026,11
93027,7
93028,10
93029,8
93030,16
93031,9
93032,19
93033,10
93034,8
93035,13
93036,11
93037,8
93038,8
93039,4
93040,14
93041,9
93042,11
93043,9
93044,8
93045,11
93046,8
93047,6
93048,13
93049,8
93050,9
93051,9
93052,14
93053,11
93054,9
93055,7
93056,8
93057,10
93058,9
93059,9
93060,12
93061,11
93062,9
93063,10
93064,7
93065,9
93066,11
93067,4
93068,7
93069,8
93070,10
93071,9
93072,10
93073,10
93074,11
93075,11
93076,9
93077,8
93078,10
93079,7
93080,13
93081,8
93082,9
93083,9
93084,9
93085,10
93086,6
93087,5
93088,8
93089,7
93090,10
93091,13
93092,10
93093,7
93094,4
93095,8
93096,9
93097,6
93098,5
93099,9
93100,8
93101,9
93102,9
93103,9
93104,8
93105,9
93106,9
93107,6
93108,9
93109,8
93110,9
93111,12
93112,9
93113,7
93114,8
93115,13
93116,9
93117,11
93118,10
93119,10
93120,11
93121,9
93122,9
93123,11
93124,9
93125,8
93126,8
93127,11
93128,10
93129,9
93130,8
93131,13
93132,9
93133,17
93134,11
93135,14
93136,7
93137,10
93138,10
93139,8
93140,9
93141,7
93142,12
93143,9
93144,6
93145,9
93146,5
93147,10
93148,9
93149,8
93150,6
93151,9
93152,11
93153,13
93154,8
93155,9
93156,9
93157,7
93158,8
93159,8
93160,8
93161,8
93162,7
93163,9
93164,7
93165,5
93166,6
93167,11
93168,9
93169,9
93170,7
93171,10
93172,10
93173,17
93174,10
93175,10
93176,9
93177,8
93178,10
93179,10
93180,17
93181,9
93182,4
93183,11
93184,5
93185,7
93186,10
93187,5
93188,9
93189,10
93190,13
93191,9
93192,7
93193,8
93194,8
93195,10
93196,10
93197,10
93198,9
93199,15
93200,11
93201,9
93202,9
93203,7
93204,8
93205,7
93206,8
93207,7
93208,9
93209,6
93210,17
93211,9
93212,9
93213,4
93214,3
93215,10
93216,8
93217,10
93218,8
93219,9
93220,7
93221,13
93222,11
93223,11
93224,9
93225,10
93226,13
93227,9
93228,9
93229,8
93230,13
93231,7
93232,9
93233,8
93234,10
93235,8
93236,10
93237,6
93238,9
93239,7
93240,10
93241,11
93242,13
93243,11
93244,8
93245,9
93246,9
93247,10
93248,10
93249,10
93250,9
93251,8
93252,8
93253,8
93254,12
93255,11
93256,8
93257,14
93258,6
93259,8
93260,8
93261,9
93262,8
93263,15
93264,10
93265,7
93266,8
93267,9
93268,8
93269,9
93270,9
93271,9
93272,10
93273,9
93274,8
93275,9
93276,8
93277,9
93278,10
93279,10
93280,12
93281,9
93282,11
93283,10
93284,7
93285,3
93286,11
93287,11
93288,9
93289,13
93290,16
93291,13
93292,8
93293,11
93294,9
93295,6
93296,11
93297,11
93298,10
93299,8
93300,9
93301,8
93302,5
93303,10
93304,9
93305,9
93306,9
93307,11
93308,10
93309,7
93310,13
93311,8
93312,8
93313,6
93314,9
93315,14
93316,9
93317,13
93318,9
93319,5
93320,6
93321,9
93322,7
93323,8
93324,9
93325,9
93326,8
93327,9
93328,8
93329,10
93330,8
93331,9
93332,11
93333,10
93334,6
93335,8
93336,10
93337,8
93338,11
93339,13
93340,4
93341,11
93342,6
93343,7
93344,6
93345,10
93346,11
93347,9
93348,10
93349,11
93350,8
93351,9
93352,10
93353,8
93354,6
93355,10
93356,11
93357,9
93358,8
93359,7
93360,11
93361,8
93362,9
93363,10
93364,15
93365,8
93366,10
93367,7
93368,9
93369,5
93370,10
93371,8
93372,9
93373,8
93374,7
93375,9
93376,9
93377,6
93378,8
93379,9
93380,7
93381,10
93382,14
93383,8
93384,13
93385,8
93386,6
93387,8
93388,8
93389,9
93390,9
93391,8
93392,6
93393,8
93394,8
93395,7
93396,9
93397,7
93398,8
93399,7
93400,10
93401,6
93402,8
93403,7
93404,9
93405,9
93406,11
93407,15
93408,9
93409,9
93410,8
93411,12
